target,1rank,2rank,3rank,4rank,5rank,6rank,7rank
454,454,1303,2621,561,2455,673,1836
2245,2245,721,1260,1101,333,2222,2007
720,720,2587,187,1740,2362,346,1146
51,58,1963,637,51,1535,1848,972
2252,2252,835,537,704,471,2239,217
417,994,417,2347,1830,558,450,1121
469,469,1960,1421,2259,2654,2118,24
1863,1863,2081,2593,2175,1946,1097,2025
2655,2655,476,1197,924,640,1489,2148
7,7,1485,541,680,681,737,16
501,501,947,2353,260,992,603,2693
1420,1750,257,638,1828,2,47,1233
2121,2121,251,2057,2054,2445,1697,92
1304,1790,1941,361,1304,843,1224,28
1884,1884,858,1125,461,500,1157,1783
1832,1362,1832,694,2416,1817,227,1577
263,263,51,1535,314,972,58,1548
2404,1491,2394,2367,2404,1063,206,2730
991,991,2705,2195,946,1019,1265,1381
1573,1143,2202,1171,1573,149,1818,442
1572,1572,1810,2116,2632,110,1082,2598
1574,1574,2419,1858,2199,1082,288,1627
1575,1898,1575,67,1051,1066,1924,2171
1571,1571,140,825,1458,2146,1020,1743
160,160,1999,974,2204,1516,315,1604
1717,1717,440,1796,203,1348,911,2152
1054,1054,796,2413,1652,2732,1375,905
2457,2457,1400,1803,1257,1111,2698,2000
620,620,159,2650,427,2546,823,9
386,386,1870,640,2658,2344,220,652
246,430,246,1247,1450,2598,481,779
262,262,1719,506,640,16,1347,2606
1160,2138,1160,809,982,938,612,1997
2578,2578,273,2027,338,909,1429,201
735,735,2484,2489,1501,1988,1537,1773
2217,773,2217,1765,562,2106,1011,992
2010,2010,2331,1958,410,1582,610,552
1086,1086,2281,2348,2422,2626,1105,1435
1363,1363,1359,2231,108,1620,171,1892
291,291,1221,1697,1005,2677,1020,2146
1765,1765,728,2217,1292,773,2438,655
1593,1593,666,2373,2235,0,2241,1628
1654,1654,507,1923,2131,1991,1789,1876
590,590,1136,1035,651,2218,1796,718
2091,2091,2065,231,1534,1829,1394,2224
2089,112,2089,312,961,938,2172,213
2090,2090,1078,1513,1411,2326,1004,908
373,492,1321,2144,1915,2584,373,1896
2584,492,1321,2144,1915,2584,373,1896
2105,2105,2156,1366,1058,1926,1785,1977
1831,1831,957,1281,1209,687,1083,1180
2144,492,1321,2144,1915,2584,373,1896
2032,2032,715,1233,1874,2603,1420,583
1399,1399,2582,660,1554,2528,1490,391
582,582,1878,797,672,2532,1346,2008
1955,1955,116,351,532,1172,2585,608
587,1682,587,2071,2289,973,699,2038
208,208,2009,1531,151,734,1492,237
1938,1938,2120,1695,2307,261,2378,446
2695,2695,2361,2596,2648,753,2718,1099
1673,1673,1971,486,115,960,2615,1377
1442,492,1321,2144,1915,2584,373,1896
1036,1036,775,404,1522,1142,2263,984
1035,2218,1035,590,1515,283,2587,1945
1443,1443,84,674,292,2723,928,1033
260,260,992,1090,277,2638,37,908
119,119,73,892,1841,992,260,625
272,272,2268,2018,1240,759,940,2040
827,943,1413,2321,2430,827,1570,1162
633,633,434,1255,990,1780,759,2373
2653,2653,2073,424,2575,1939,264,1129
1942,164,78,63,1942,2049,212,1376
1377,960,2316,1377,486,2237,1654,916
190,190,2285,2692,1561,1569,758,199
893,893,1068,1434,1602,910,2398,1655
1542,1542,1220,1100,1680,2435,111,808
921,1398,921,2118,599,1394,733,738
162,162,1032,898,2441,623,1060,2458
163,163,1856,1411,1440,682,671,657
